NAME                           INSTALLED         FIXED IN                                             TYPE          VULNERABILITY        SEVERITY  EPSS          RISK   
commons-lang3                  3.17.0            3.18.0                                               java-archive  GHSA-j288-q9x7-2f5v  Medium    2.2% (80th)   1.2    
protobuf-java                  2.5.0             3.16.1                                               java-archive  GHSA-wrvw-hg22-4m67  High      1.7% (73rd)   1.2    
netty-codec-smtp               4.1.115.Final     4.1.128.Final                                        java-archive  GHSA-jq43-27x9-3v86  High      1.6% (73rd)   1.2    
netty-codec-smtp               4.1.84.Final      4.1.128.Final                                        java-archive  GHSA-jq43-27x9-3v86  High      1.6% (73rd)   1.2    
netty-codec-smtp               4.1.87.Final      4.1.128.Final                                        java-archive  GHSA-jq43-27x9-3v86  High      1.6% (73rd)   1.2    
netty-codec-smtp               4.1.94.Final      4.1.128.Final                                        java-archive  GHSA-jq43-27x9-3v86  High      1.6% (73rd)   1.2    
http2-common                   9.4.56.v20240826  9.4.58                                               java-archive  GHSA-mmxm-8w33-wc4h  High      1.6% (72nd)   1.2    
commons-configuration2         2.1.1             2.10.1                                               java-archive  GHSA-xjp4-hw94-mvp5  Medium    2.1% (78th)   1.2    
parquet-avro                   1.13.1            1.15.2                                               java-archive  GHSA-53wx-pr6q-m3j5  High      1.4% (70th)   1.1    
libtiff                        4.7.1                                                                  nix           CVE-2023-6277        Medium    1.8% (76th)   1.0    
nifi-web-api                   1.28.1            2.1.0                                                java-archive  GHSA-mpj7-7mg7-x95j  Low       3.1% (86th)   1.0    
commons-configuration2         2.1.1             2.10.1                                               java-archive  GHSA-9w38-p64v-xpmv  Medium    1.7% (74th)   1.0    
commons-io                     2.8.0             2.14.0                                               java-archive  GHSA-78wr-2p64-hpwj  High      1.2% (65th)   1.0    
zookeeper                      3.9.3             3.9.5                                                java-archive  GHSA-crhr-qqj8-rpxc  High      1.2% (63rd)   1.0    
netty-codec-http2              4.1.115.Final     4.1.132.Final                                        java-archive  GHSA-w9fj-cfpg-grvv  High      1.1% (62nd)   0.9    
netty-codec-http2              4.1.84.Final      4.1.132.Final                                        java-archive  GHSA-w9fj-cfpg-grvv  High      1.1% (62nd)   0.9    
netty-codec-http2              4.1.87.Final      4.1.132.Final                                        java-archive  GHSA-w9fj-cfpg-grvv  High      1.1% (62nd)   0.9    
netty-codec-http2              4.1.94.Final      4.1.132.Final                                        java-archive  GHSA-w9fj-cfpg-grvv  High      1.1% (62nd)   0.9    
mina-core                      2.1.6             2.1.12                                               java-archive  GHSA-vf5j-865m-mq7c  Critical  0.9% (55th)   0.8    
jackson-databind               2.10.1            2.12.6                                               java-archive  GHSA-3x8x-79m2-3w2w  High      1.1% (62nd)   0.8    
jetty-http                     9.4.56.v20240826                                                       java-archive  GHSA-355h-qmc2-wpwf  High      1.1% (62nd)   0.8    
netty-codec-haproxy            4.1.84.Final      4.1.86.Final                                         java-archive  GHSA-fx2c-96vj-985v  Medium    1.5% (70th)   0.8    
netty-codec-http2              4.1.115.Final     4.1.124.Final                                        java-archive  GHSA-prj3-ccx8-p6x4  High      1.0% (57th)   0.8    
netty-codec-http2              4.1.84.Final      4.1.124.Final                                        java-archive  GHSA-prj3-ccx8-p6x4  High      1.0% (57th)   0.8    
netty-codec-http2              4.1.87.Final      4.1.124.Final                                        java-archive  GHSA-prj3-ccx8-p6x4  High      1.0% (57th)   0.8    
netty-codec-http2              4.1.94.Final      4.1.124.Final                                        java-archive  GHSA-prj3-ccx8-p6x4  High      1.0% (57th)   0.8    
netty-codec-http               4.1.84.Final      4.1.108.Final                                        java-archive  GHSA-5jpm-x58v-624v  Medium    1.4% (68th)   0.7    
netty-codec-http               4.1.87.Final      4.1.108.Final                                        java-archive  GHSA-5jpm-x58v-624v  Medium    1.4% (68th)   0.7    
netty-codec-http               4.1.94.Final      4.1.108.Final                                        java-archive  GHSA-5jpm-x58v-624v  Medium    1.4% (68th)   0.7    
poi-ooxml                      5.2.5             5.4.0                                                java-archive  GHSA-gmg8-593g-7mv3  Medium    1.2% (65th)   0.7    
activemq-client                5.15.16           5.19.4                                               java-archive  GHSA-5568-6qcg-g7fx  High      0.9% (55th)   0.7    
mchange-commons-java           0.2.15            0.4.0                                                java-archive  GHSA-m2cm-222f-qw44  High      0.8% (52nd)   0.7    
nifi-mongodb-services          1.28.1            2.3.0                                                java-archive  GHSA-35gq-cvrm-xf94  Medium    1.1% (62nd)   0.7    
kafka-clients                  2.6.3             3.7.1                                                java-archive  GHSA-2x2g-32r7-p4x8  Medium    1.1% (62nd)   0.7    
netty-codec-http               4.1.115.Final     4.1.133.Final                                        java-archive  GHSA-f6hv-jmp6-3vwv  High      0.9% (54th)   0.6    
netty-codec-http               4.1.84.Final      4.1.133.Final                                        java-archive  GHSA-f6hv-jmp6-3vwv  High      0.9% (54th)   0.6    
